Rank,Name,Release Date,Platform,Genre,Publisher,Developer,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic Score,User Score,ESRB Rating
1303,Midway Arcade Treasures,2004-05-04,PS2,Misc,Midway Games,Midway Games,0.72,0.56,0.0,0.19,1.46,81.0,79.0,T
1304,Wall-E,2008-06-17,DS,Platform,THQ,Traveller's Tales,0.46,0.83,0.0,0.17,1.46,71.0,74.0,E
1305,Triple Play 99,1999-03-01,PS,Sports,,EA Sports,0.81,0.55,0.0,0.1,1.46,75.0,76.0,E
1306,Homefront,2011-05-17,X360,Shooter,THQ,Kaos Studios,0.83,0.48,0.02,0.12,1.46,77.0,79.0,M
1307,Super Monkey Ball,2001-10-24,GC,Puzzle,Atari,Namco,0.95,0.37,0.1,0.04,1.46,83.0,80.0,E
1308,Donkey Kong,1981-07-01,2600,Platform,Coleco,Nintendo,1.36,0.08,0.0,0.02,1.46,85.0,85.0,E
1309,Mortal Kombat 4,1997-09-01,PS,Fighting,GT Interactive,Midway,0.81,0.55,0.0,0.1,1.46,79.0,73.0,M
1310,Mario Superstar Baseball,2005-08-29,GC,Sports,Nintendo,Namco,0.93,0.24,0.25,0.04,1.46,80.0,75.0,E
1311,Mass Effect 3,2012-03-06,PS3,Role-Playing,Electronic Arts,BioWare,0.63,0.59,0.03,0.21,1.46,93.0,91.0,M
1312,LEGO Batman 2: DC Super Heroes,2012-05-19,Wii,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,0.94,0.4,0.0,0.11,1.46,84.0,82.0,E10+
1313,Medal of Honor: Warfighter,2012-10-23,PS3,Action,Electronic Arts,Danger Close Games,0.47,0.65,0.06,0.28,1.46,73.0,77.0,M
1314,WCW vs the World,1999-03-01,PS,Fighting,THQ,WCW,1.17,0.2,0.04,0.05,1.46,76.0,80.0,T
1315,SNK vs. Capcom: The Match of the Millennium,2000-03-01,PSP,Fighting,Sega,SNK Playmore,0.53,0.58,0.0,0.35,1.46,88.0,83.0,T
1316,LEGO City Undercover,2013-03-18,3DS,Platform,Nintendo,Traveller's Tales,0.51,0.75,0.07,0.12,1.46,85.0,84.0,E10+
1317,Onimusha 3: Demon Siege,2004-01-01,PS2,Action,Capcom,Capcom,0.37,0.47,0.54,0.07,1.45,82.0,82.0,M
1318,Diablo III,2012-05-15,X360,Role-Playing,Activision,Blizzard Entertainment,0.89,0.44,0.0,0.12,1.45,91.0,92.0,M
1319,Batman: Arkham Knight,2015-06-23,XOne,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,0.86,0.46,0.0,0.13,1.45,92.0,90.0,M
1320,BioShock,2007-10-23,PS3,Shooter,Take-Two Interactive,2K Games,0.75,0.49,0.01,0.21,1.45,92.0,93.0,M
1321,Red Dead Revolver,2004-05-04,PS2,Shooter,Take-Two Interactive,Rockstar Games,0.71,0.55,0.0,0.19,1.45,82.0,80.0,M
1322,Anno 2070,2011-11-17,PC,Strategy,Ubisoft,Ubisoft,0.0,1.13,0.0,0.32,1.45,78.0,79.0,T
1323,Resident Evil: Outbreak,2003-02-24,PS2,Action,Capcom,Capcom,0.54,0.35,0.46,0.1,1.45,80.0,78.0,M
1324,Smarty Pants,2007-11-13,Wii,Misc,Electronic Arts,Electronic Arts,0.53,0.76,0.0,0.16,1.45,75.0,74.0,E
1325,Tamagotchi,1996-11-23,GB,Simulation,Namco Bandai Games,Bandai,0.0,0.0,1.44,0.01,1.45,70.0,72.0,E
1326,4 Nin uchi Mahjong,1996-01-01,NES,Misc,Nintendo,Nintendo,0.0,0.0,1.45,0.0,1.45,65.0,68.0,E
1327,Dragon Ball Z,1993-01-01,SNES,Fighting,Namco Bandai Games,Bandai Namco,0.0,0.0,1.45,0.0,1.45,83.0,83.0,E
1328,Game de Hakken!! Tamagotchi 2,2006-03-01,GB,Simulation,Namco Bandai Games,Bandai,0.0,0.0,1.44,0.01,1.45,70.0,71.0,E
1329,Namco Museum 64,2000-08-28,N64,Misc,Namco Bandai Games,Namco,1.24,0.17,0.03,0.01,1.45,75.0,73.0,E
1330,Hasbro Family Game Night,2008-09-15,Wii,Puzzle,Electronic Arts,Hasbro Interactive,0.97,0.34,0.0,0.13,1.45,78.0,76.0,E
1331,Dragon Quest Monsters: Joker 2,2010-11-09,DS,Role-Playing,Square Enix,Square Enix,0.11,0.08,1.24,0.02,1.45,84.0,78.0,E
1332,Tony Hawk's American Wasteland (Weekly american sales),2005-10-18,PS2,Sports,Activision,Neversoft,1.38,0.05,0.0,0.02,1.45,85.0,80.0,T
1333,My Word Coach,2007-11-13,DS,Misc,Ubisoft,Ubisoft,0.37,0.9,0.0,0.18,1.45,70.0,73.0,E
1334,Hello Kitty Party,2007-12-10,DS,Misc,Rising Star Games,Namco Bandai,0.79,0.53,0.0,0.13,1.44,60.0,68.0,E
1335,SingStar Pop,2006-10-25,PS2,Misc,Sony Computer Entertainment,Sony Computer Entertainment,0.04,1.08,0.0,0.32,1.44,78.0,75.0,E
1336,Sonic Rivals,2006-11-21,PSP,Racing,Sega,Sega,0.73,0.42,0.0,0.28,1.44,74.0,76.0,E
1337,SimCity (2013),2013-03-05,PC,Simulation,Electronic Arts,Maxis,0.48,0.77,0.0,0.19,1.44,72.0,69.0,E
1338,Kirby Super Star,1996-01-01,SNES,Platform,Nintendo,HAL Laboratory,0.26,0.07,1.09,0.02,1.44,89.0,82.0,E
1339,Far Cry 4,2014-11-18,PS3,Shooter,Ubisoft,Ubisoft Montreal,0.33,0.79,0.08,0.23,1.44,85.0,84.0,M
1340,WWE SmackDown vs Raw 2008,2007-11-13,X360,Fighting,THQ,THQ,0.92,0.38,0.0,0.13,1.44,80.0,78.0,T
1341,Kinect Joy Ride,2010-11-04,X360,Racing,Microsoft Game Studios,BigPark,0.92,0.4,0.0,0.12,1.44,72.0,75.0,E
1342,Rayman Raving Rabbids,2006-11-01,Wii,Misc,Ubisoft,Ubisoft,1.23,0.07,0.02,0.11,1.44,80.0,78.0,E
1343,Need for Speed Rivals,2013-11-15,PS3,Racing,Electronic Arts,Ghost Games,0.33,0.74,0.05,0.31,1.44,83.0,82.0,T
1344,Tiger Woods PGA Tour 2005,2004-11-16,PS2,Sports,Electronic Arts,EA Sports,1.03,0.32,0.0,0.09,1.44,85.0,84.0,E
1345,Dead Space 2,2011-01-25,PS3,Shooter,Electronic Arts,Visceral Games,0.73,0.5,0.0,0.21,1.44,88.0,85.0,M
1346,NCAA Football 2003,2002-07-09,PS2,Sports,Electronic Arts,EA Sports,1.16,0.08,0.0,0.19,1.44,85.0,79.0,E
1347,Frogger 2: Swampy's Revenge,2000-01-01,PS,Action,Hasbro Interactive,Hasbro Interactive,0.8,0.54,0.0,0.09,1.43,75.0,74.0,E
1348,Disney Infinity,2013-08-20,X360,Action,Disney Interactive Studios,Disney Interactive,0.96,0.37,0.0,0.11,1.43,80.0,83.0,E
1349,LEGO Indiana Jones 2: The Adventure Continues,2010-11-09,Wii,Action,Activision,Traveller's Tales,0.91,0.39,0.0,0.13,1.43,82.0,80.0,E
1350,Sonic's Ultimate Genesis Collection,2009-11-10,X360,Misc,Sega,Sega,0.85,0.46,0.0,0.13,1.43,90.0,87.0,E
1351,Tiger Woods PGA Tour 09 All-Play,2008-09-16,Wii,Sports,Electronic Arts,EA Sports,0.81,0.48,0.0,0.14,1.43,85.0,80.0,E
1352,Disney's DuckTales,2013-06-11,GB,Platform,Capcom,Capcom,0.82,0.23,0.35,0.03,1.43,89.0,83.0,E10+
1353,Classic NES Series: Super Mario Bros.,2004-01-01,GBA,Platform,Nintendo,Nintendo,0.0,0.0,1.39,0.03,1.43,87.0,82.0,E
1354,Triple Play 2000,2000-03-01,PS,Sports,Electronic Arts,EA Sports,0.79,0.54,0.0,0.09,1.43,80.0,79.0,E
1355,Dragon Quest VII: Warriors of Eden,2001-08-28,3DS,Role-Playing,Square Enix,Square Enix,0.07,0.04,1.3,0.01,1.42,84.0,84.0,T
1356,Cabela's Big Game Hunter,2009-10-01,PS2,Sports,Activision,Cabela's,0.7,0.54,0.0,0.18,1.42,72.0,75.0,T
1357,UFC Undisputed 2010,2010-06-01,PS3,Fighting,THQ,THQ,0.8,0.41,0.02,0.19,1.42,83.0,81.0,M
1358,NBA Live 06 (Weekly american sales),2005-10-01,PS2,Sports,Electronic Arts,EA Sports,1.35,0.05,0.0,0.02,1.42,80.0,80.0,E
1359,The Legend of Zelda: The Minish Cap,2002-02-01,GBA,Action,Nintendo,Nintendo,0.89,0.22,0.22,0.1,1.42,88.0,89.0,E
1360,NFL Street,2004-11-16,PS2,Sports,Electronic Arts,EA Sports,1.15,0.08,0.0,0.19,1.42,85.0,83.0,E
1361,Sonic Generations,2011-11-01,X360,Platform,Sega,Sega,0.71,0.57,0.0,0.14,1.42,88.0,84.0,E10+
1362,Super Metroid,1994-03-19,SNES,Action,Nintendo,Nintendo,0.57,0.12,0.71,0.02,1.42,94.0,92.0,E
1363,Pro Yakyuu Family Stadium '87,1987-01-01,NES,Sports,Namco Bandai Games,Nintendo,0.12,0.0,1.3,0.0,1.42,80.0,78.0,E
1364,Dead Space,2008-06-17,X360,Action,Electronic Arts,EA Games,0.89,0.4,0.0,0.13,1.42,84.0,80.0,M
1365,Resident Evil (Remake),2002-09-23,GC,Action,Capcom,Capcom,0.63,0.38,0.35,0.05,1.42,93.0,90.0,M
1366,Inazuma Eleven 2,2011-11-10,DS,Role-Playing,Nintendo,Level-5,0.0,0.21,1.18,0.03,1.42,82.0,82.0,E10+
1367,Tomb Raider (2013),2013-11-18,PS4,Action,Square Enix,Crystal Dynamics,0.47,0.64,0.06,0.25,1.41,87.0,85.0,M
1368,LEGO Star Wars II: The Original Trilogy,2004-09-12,PSP,Action,LucasArts,LucasArts,0.58,0.51,0.0,0.32,1.41,86.0,84.0,E
1369,Toy Story 3: The Video Game,2010-10-26,Wii,Action,Disney Interactive Studios,Traveller's Tales,0.64,0.63,0.0,0.14,1.41,80.0,81.0,E
1370,Fight Night Round 4,2009-05-12,X360,Fighting,Electronic Arts,EA Sports,0.95,0.34,0.0,0.13,1.41,85.0,83.0,T
1371,LEGO Star Wars: The Video Game,2005-02-14,GC,Action,Eidos Interactive,Traveller's Tales,1.09,0.28,0.0,0.04,1.41,86.0,81.0,E
1372,Injustice: Gods Among Us,2013-04-16,X360,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,0.97,0.34,0.0,0.11,1.41,84.0,84.0,T
1373,Madden NFL 15,2014-08-26,PS3,Sports,Electronic Arts,EA Sports,1.07,0.15,0.0,0.19,1.41,83.0,82.0,E
1374,Disney's The Lion King,1994-06-23,GEN,Platform,Virgin Interactive,Virgin Interactive,0.97,0.37,0.03,0.05,1.41,90.0,89.0,E
1375,Ridge Racer,1994-09-01,PSP,Racing,Sony Computer Entertainment,Namco,0.36,0.45,0.32,0.28,1.41,84.0,77.0,E
1376,Metroid: Other M,2010-06-27,Wii,Action,Nintendo,Team Ninja,0.87,0.31,0.13,0.1,1.41,72.0,75.0,M
1377,Knockout Kings 2000,2000-10-24,PS,Fighting,Electronic Arts,EA Sports,1.02,0.34,0.0,0.05,1.41,80.0,78.0,T
1378,Gran Turismo 4 Prologue,2003-11-20,PS2,Racing,Sony Computer Entertainment,Polyphony Digital,0.0,0.47,0.77,0.17,1.41,82.0,83.0,E
1379,Twisted Metal: Black,2001-10-30,PS2,Racing,Sony Computer Entertainment,Incognito Entertainment,1.19,0.17,0.0,0.05,1.41,88.0,84.0,M
1380,NASCAR 2005: Chase for the Cup,2004-11-09,PS2,Racing,Electronic Arts,EA Sports,0.69,0.54,0.0,0.18,1.41,79.0,79.0,E
1381,Call of Duty: Black Ops,2010-11-09,Wii,Shooter,Activision,Treyarch,0.82,0.47,0.0,0.12,1.4,90.0,85.0,M
1382,Spider-Man: The Movie,2002-05-02,XB,Action,Activision,Treyarch,1.07,0.28,0.0,0.05,1.4,78.0,78.0,T
1383,Need For Speed: Undercover,2008-11-18,PS2,Racing,Electronic Arts,EA Black Box,0.38,0.08,0.03,0.93,1.4,75.0,79.0,T
1384,2Xtreme,1999-11-02,PS,Sports,Sony Computer Entertainment,Naughty Dog,1.15,0.2,0.0,0.05,1.4,81.0,75.0,E
1385,Far Cry 2,2008-10-21,PS3,Action,Ubisoft,Ubisoft,0.43,0.7,0.01,0.27,1.4,84.0,78.0,M
1386,Sonic Advance 3,2004-11-09,GBA,Platform,THQ,Sega,0.74,0.52,0.08,0.06,1.4,85.0,80.0,E
1387,Final Fantasy III,1990-06-01,NES,Role-Playing,SquareSoft,Square Enix,0.0,0.0,1.39,0.01,1.4,89.0,90.0,E
1388,Battlefield 4,2013-10-29,PC,Shooter,Electronic Arts,DICE,0.38,0.86,0.0,0.16,1.4,88.0,84.0,M
1389,Colin McRae Rally 3,2003-04-01,PS2,Racing,Codemasters,Codemasters,0.03,1.05,0.02,0.3,1.4,84.0,82.0,E
1390,Madden NFL 2002,2001-10-01,PS,Sports,Electronic Arts,EA Sports,0.78,0.53,0.0,0.09,1.39,81.0,79.0,E
1391,Doom (2016),2016-05-13,PS4,Shooter,Bethesda Softworks,id Software,0.49,0.66,0.02,0.22,1.39,86.0,84.0,M
1392,Final Fantasy XII: Revenant Wings,2007-08-14,DS,Role-Playing,Square Enix,Square Enix,0.34,0.42,0.54,0.1,1.39,80.0,79.0,T
1393,Bakugan: Battle Brawlers,2009-10-20,DS,Action,Activision,Bandai,1.27,0.02,0.0,0.09,1.39,72.0,75.0,E10+
1394,Deus Ex: Human Revolution,2011-08-23,PS3,Shooter,Square Enix,Eidos Montreal,0.5,0.6,0.07,0.23,1.39,90.0,83.0,M
1395,NBA Jam,2010-01-04,SNES,Sports,Acclaim Entertainment,Midway Games,1.19,0.16,0.0,0.03,1.39,80.0,82.0,E
1396,Teenage Mutant Ninja Turtles III: The Manhattan Project,1991-03-01,NES,Action,Konami Digital Entertainment,Konami,1.05,0.17,0.15,0.02,1.39,74.0,76.0,E10+
1397,Dynasty Warriors 5,2005-06-28,PS2,Action,Tecmo Koei,Omega Force,0.24,0.18,0.91,0.06,1.39,80.0,80.0,T
1398,Hannah Montana: Spotlight World Tour,2009-10-26,Wii,Action,Disney Interactive Studios,Disney Interactive,0.87,0.38,0.0,0.13,1.39,71.0,73.0,E10+
1399,WWE '13,2012-10-30,PS3,Action,THQ,Yuke's,0.51,0.62,0.0,0.26,1.39,79.0,84.0,T
1400,Deus Ex: Human Revolution,2011-08-23,X360,Shooter,Square Enix,Eidos Montreal,0.76,0.48,0.02,0.12,1.39,90.0,83.0,M
1401,True Crime: Streets of LA,2003-10-07,XB,Action,Activision,Luxoflux,0.96,0.37,0.0,0.05,1.38,79.0,75.0,M
1402,The Sims 2,2004-09-14,PSP,Simulation,Electronic Arts,Maxis,0.49,0.56,0.0,0.33,1.38,89.0,87.0,T
1403,Paper Mario,2001-02-05,N64,Role-Playing,Nintendo,Intelligent Systems,0.58,0.18,0.59,0.02,1.38,92.0,92.0,E
1404,Bravely Default: Flying Fairy,2012-10-11,3DS,Role-Playing,Nintendo,Silicon Studio,0.5,0.32,0.49,0.07,1.38,86.0,85.0,T
1405,Titanfall,2014-03-11,X360,Shooter,Electronic Arts,Respawn Entertainment,0.87,0.38,0.02,0.11,1.38,89.0,87.0,M
1406,Duke Nukem: Time to Kill,1999-10-18,PS,Shooter,Take-Two Interactive,n-Space,0.77,0.54,0.0,0.07,1.38,76.0,79.0,M
1407,Persona 4: Golden,2012-06-26,PSV,Role-Playing,Atlus,Atlus,0.46,0.34,0.38,0.21,1.38,93.0,94.0,M
1408,Dead Rising 2,2010-08-31,PS3,Action,Capcom,Capcom,0.43,0.57,0.15,0.22,1.38,81.0,80.0,M
1409,Hasbro Family Game Night 2,2010-09-28,Wii,Misc,Electronic Arts,Hasbro Interactive,0.71,0.53,0.0,0.13,1.38,72.0,73.0,E
1410,Disney Princess: Enchanted Journey,2007-10-23,Wii,Adventure,Disney Interactive Studios,Disney Interactive,1.24,0.04,0.0,0.09,1.38,77.0,78.0,E
1411,Gardening Mama,2009-08-24,DS,Puzzle,505 Games,Taito,0.8,0.43,0.01,0.13,1.38,77.0,75.0,E
1412,Dave Mirra Freestyle BMX 2,2001-10-09,PS2,Sports,Acclaim Entertainment,Z-Axis,0.67,0.53,0.0,0.18,1.38,75.0,76.0,T
1413,Need for Speed: The Run,2011-11-15,X360,Action,Electronic Arts,EA Black Box,0.63,0.58,0.0,0.15,1.38,83.0,80.0,T
1414,LEGO Indiana Jones: The Original Adventures,2008-11-11,PS2,Action,LucasArts,Traveller's Tales,0.6,0.01,0.0,0.76,1.37,84.0,81.0,E10+
1415,Assassin's Creed: Rogue,2014-10-28,PS3,Action,Ubisoft,Ubisoft Montreal,0.46,0.62,0.06,0.23,1.37,85.0,84.0,M
1416,Ridge Racer 7,2006-11-23,PS3,Racing,Namco Bandai Games,Namco,0.24,0.7,0.16,0.26,1.37,85.0,80.0,E
1417,A Collection of Activision Classic Games for the Atari 2600,2003-01-01,PS,Misc,Activision,Activision,0.76,0.52,0.0,0.09,1.37,80.0,72.0,E
1418,Forza Horizon 2,2014-09-30,XOne,Racing,Microsoft Game Studios,Playground Games,0.5,0.78,0.01,0.09,1.37,87.0,85.0,E10+
1419,MotorStorm: Pacific Rift,2008-10-28,PS3,Racing,Sony Computer Entertainment,Evolution Studios,0.43,0.67,0.02,0.26,1.37,89.0,83.0,E
1420,Sonic Colors,2010-11-16,DS,Platform,Sega,Sega,0.74,0.5,0.01,0.13,1.37,86.0,85.0,E10+
1421,Star Wars Knights of the Old Republic II: The Sith Lords,2004-12-06,XB,Role-Playing,Activision,Obsidian Entertainment,0.99,0.33,0.0,0.05,1.37,93.0,85.0,M
1422,LEGO Harry Potter: Years 1-4,2010-11-23,PS3,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,0.55,0.6,0.0,0.22,1.37,85.0,80.0,E10+
1423,Pocket Monsters Stadium,1999-04-01,N64,Strategy,Nintendo,Nintendo,0.0,0.0,1.37,0.0,1.37,80.0,74.0,E
1424,NBA 2K15,2014-09-30,PS3,Sports,Take-Two Interactive,Visual Concepts,0.86,0.27,0.02,0.22,1.36,84.0,84.0,E
1425,Tom Clancy's Ghost Recon 2,2004-03-01,XB,Shooter,Ubisoft,Red Storm Entertainment,0.86,0.45,0.0,0.06,1.36,87.0,81.0,M
1426,Crash Bandicoot 2: N-Tranced,2003-11-03,GBA,Platform,Vivendi Games,Vicarious Visions,0.63,0.66,0.0,0.07,1.36,83.0,82.0,E10+
1427,Burnout Paradise,2008-01-22,X360,Racing,Electronic Arts,Criterion Games,0.63,0.58,0.01,0.15,1.36,89.0,85.0,T
1428,SingStar Abba,2008-11-11,PS2,Misc,Sony Computer Entertainment,SCEE,0.23,0.04,0.0,1.09,1.36,75.0,78.0,E
1429,Gradius,1985-01-01,NES,Shooter,Konami Digital Entertainment,Konami,0.27,0.08,1.0,0.01,1.36,90.0,87.0,E
1430,Dragon Quest III: Soshite Densetsu e...,1988-01-01,SNES,Role-Playing,Enix Corporation,Enix,0.0,0.0,1.36,0.0,1.36,91.0,90.0,T
1431,Centipede,1981-01-01,2600,Shooter,Atari,Atari,1.26,0.08,0.0,0.01,1.36,85.0,78.0,E
1432,Yoshi's New Island,2014-05-15,3DS,Platform,Nintendo,Nintendo,0.47,0.51,0.28,0.09,1.36,77.0,75.0,E10+
1433,Ryse: Son of Rome,2013-11-22,XOne,Action,Microsoft Game Studios,Crytek,0.82,0.42,0.0,0.11,1.36,78.0,74.0,M
1434,Dead to Rights,2002-11-13,PS2,Shooter,Electronic Arts,Namco,0.67,0.52,0.0,0.17,1.36,75.0,72.0,M
1435,LEGO Harry Potter: Years 5-7,2011-11-11,Wii,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,0.76,0.47,0.0,0.13,1.36,82.0,81.0,E10+
1436,Marvel vs. Capcom 3: Fate of Two Worlds,2011-02-15,PS3,Fighting,Capcom,Capcom,0.81,0.29,0.11,0.14,1.35,86.0,85.0,T
1437,Dance Dance Revolution (Japan),2001-03-01,PS,Simulation,Konami Digital Entertainment,Konami,0.0,0.0,1.26,0.09,1.35,80.0,80.0,E
1438,F1 2010,2010-09-21,PS3,Racing,Codemasters,Codemasters,0.25,0.76,0.08,0.27,1.35,83.0,77.0,E
1439,Madden NFL 98,1997-07-01,PS,Sports,Electronic Arts,EA Sports,1.29,0.03,0.0,0.03,1.35,70.0,71.0,E
1440,FIFA Soccer 09,2008-09-23,PSP,Sports,Electronic Arts,EA Sports,0.23,0.73,0.02,0.37,1.35,84.0,82.0,E
1441,Namco Museum DS,2007-10-30,DS,Misc,Atari,Namco,1.18,0.01,0.06,0.09,1.35,81.0,75.0,E
1441,Namco Museum DS,2007-10-30,DS,Misc,Atari,Namco,1.18,0.01,0.06,0.09,1.35,81.0,75.0,E
1442,FIFA Soccer 08,2007-09-25,PSP,Sports,Electronic Arts,EA Sports,0.2,0.76,0.0,0.39,1.35,83.0,78.0,E
1442,FIFA Soccer 08,2007-09-25,PSP,Sports,Electronic Arts,EA Sports,0.2,0.76,0.0,0.39,1.35,83.0,78.0,E
1443,Grand Theft Auto: Chinatown Wars,2009-03-23,DS,Action,Take-Two Interactive,Rockstar Games,0.59,0.57,0.05,0.14,1.35,86.0,80.0,M
1443,Grand Theft Auto: Chinatown Wars,2009-03-23,DS,Action,Take-Two Interactive,Rockstar Games,0.59,0.57,0.05,0.14,1.35,86.0,80.0,M
1444,Alan Wake,2010-05-18,X360,Action,Microsoft Game Studios,Remedy Entertainment,0.66,0.51,0.05,0.13,1.35,88.0,85.0,M
1444,Alan Wake,2010-05-18,X360,Action,Microsoft Game Studios,Remedy Entertainment,0.66,0.51,0.05,0.13,1.35,88.0,85.0,M
1445,Battlefield: Bad Company,2008-06-23,PS3,Shooter,Electronic Arts,DICE,0.76,0.36,0.05,0.18,1.35,85.0,81.0,M
1445,Battlefield: Bad Company,2008-06-23,PS3,Shooter,Electronic Arts,DICE,0.76,0.36,0.05,0.18,1.35,85.0,81.0,M
1446,Mortal Kombat X,2015-04-14,XOne,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,1.0,0.21,0.0,0.13,1.35,81.0,79.0,M
1446,Mortal Kombat X,2015-04-14,XOne,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,1.0,0.21,0.0,0.13,1.35,81.0,79.0,M
1447,Samurai Warriors,2004-02-17,PS2,Action,Electronic Arts,Tecmo Koei,0.22,0.05,1.06,0.02,1.35,76.0,76.0,T
1447,Samurai Warriors,2004-02-17,PS2,Action,Electronic Arts,Tecmo Koei,0.22,0.05,1.06,0.02,1.35,76.0,76.0,T
1448,The Simpsons: Hit & Run,2003-10-27,XB,Racing,Vivendi Games,EA Redwood Shores,0.7,0.58,0.0,0.07,1.35,84.0,81.0,T
1448,The Simpsons: Hit & Run,2003-10-27,XB,Racing,Vivendi Games,EA Redwood Shores,0.7,0.58,0.0,0.07,1.35,84.0,81.0,T
1449,Devil May Cry 4,2008-02-19,X360,Action,Capcom,Capcom,0.79,0.34,0.08,0.13,1.35,85.0,83.0,M
1449,Devil May Cry 4,2008-02-19,X360,Action,Capcom,Capcom,0.79,0.34,0.08,0.13,1.35,85.0,83.0,M
1450,Tom Clancy's Rainbow Six: Vegas 2,2008-03-18,PS3,Shooter,Ubisoft,Ubisoft Montreal,0.66,0.45,0.04,0.21,1.35,87.0,82.0,M
1450,Tom Clancy's Rainbow Six: Vegas 2,2008-03-18,PS3,Shooter,Ubisoft,Ubisoft Montreal,0.66,0.45,0.04,0.21,1.35,87.0,82.0,M
1451,Monster Hunter Freedom,2005-12-01,PSP,Role-Playing,Capcom,Capcom,0.24,0.04,1.03,0.04,1.35,85.0,80.0,M
1452,Crysis 2,2011-03-22,X360,Action,Electronic Arts,Crytek,0.7,0.5,0.02,0.12,1.35,88.0,79.0,M
1453,SaGa Frontier,1997-03-25,PS,Role-Playing,SquareSoft,Square Soft,0.15,0.04,1.07,0.09,1.35,80.0,81.0,T
1454,SingStar Party,2008-11-11,PS2,Misc,Sony Computer Entertainment,Sony Computer Entertainment,0.0,1.04,0.0,0.31,1.35,75.0,77.0,T
1455,FIFA Soccer 08,2007-09-25,X360,Sports,Electronic Arts,EA Sports,0.31,0.89,0.01,0.14,1.35,83.0,80.0,E
1456,The ICO & Shadow of the Colossus Collection,2011-09-27,PS3,Adventure,Sony Computer Entertainment,Team Ico,0.67,0.37,0.13,0.17,1.35,91.0,87.0,M
1457,Test Drive,2007-10-01,PS2,Racing,Atari,Atari,0.95,0.21,0.01,0.18,1.34,84.0,82.0,E
1458,Mario & Luigi: Partners in Time,2005-11-29,DS,Role-Playing,Nintendo,Nintendo,0.77,0.07,0.43,0.08,1.34,89.0,84.0,E
1459,Lost Planet: Extreme Condition,2006-12-12,X360,Shooter,Capcom,Capcom,1.09,0.04,0.1,0.11,1.34,86.0,78.0,M
1460,Mortal Kombat 3,1995-12-01,GEN,Fighting,Acclaim Entertainment,Midway Games,1.03,0.27,0.0,0.04,1.34,78.0,81.0,M
1461,Doom 3,2004-08-03,XB,Shooter,Activision,id Software,0.85,0.43,0.0,0.06,1.34,90.0,83.0,M
1462,Donkey Kong Jungle Beat,2004-02-09,GC,Platform,Nintendo,Namco,0.84,0.22,0.24,0.04,1.34,85.0,82.0,E
1463,Need for Speed Carbon,2005-11-01,PS2,Racing,Electronic Arts,EA Sports,1.22,0.05,0.05,0.01,1.34,82.0,81.0,E
1464,Max Payne 2: The Fall of Max Payne,2003-10-14,PS2,Shooter,Take-Two Interactive,Rockstar Games,0.65,0.51,0.0,0.17,1.34,85.0,84.0,M
1465,Command & Conquer: Red Alert 2,2000-10-01,PC,Strategy,Electronic Arts,Westwood Studios,1.32,0.02,0.0,0.0,1.34,89.0,85.0,T
1466,MVP Baseball 2004,2004-03-01,PS2,Sports,Electronic Arts,EA Sports,1.1,0.06,0.0,0.18,1.34,80.0,80.0,E
1467,WWE SmackDown vs Raw 2008,2007-11-13,PS3,Fighting,THQ,Yuke's,0.62,0.5,0.01,0.21,1.33,84.0,83.0,T
1468,Ratchet & Clank: Up Your Arsenal (Weekly american sales),2004-10-19,PS2,Platform,Sony Computer Entertainment,Insomniac Games,1.27,0.05,0.0,0.02,1.33,88.0,85.0,E10+
1469,Your Shape: Fitness Evolved,2010-11-16,X360,Sports,Ubisoft,Ubisoft,0.79,0.42,0.0,0.11,1.33,80.0,81.0,E
1470,Rage,2011-10-04,PS3,Shooter,Bethesda Softworks,id Software,0.47,0.59,0.06,0.21,1.33,84.0,79.0,M
1471,Skylanders SWAP Force,2013-10-13,X360,Platform,Activision,Vicarious Visions,0.86,0.36,0.0,0.11,1.33,86.0,80.0,E10+
1472,NBA 2K14,2013-10-01,PS4,Sports,Take-Two Interactive,Visual Concepts,0.89,0.31,0.01,0.12,1.33,88.0,82.0,E
1473,Spider-Man: The Movie,2002-05-01,GBA,Action,Activision,Treyarch,0.92,0.35,0.01,0.05,1.33,75.0,74.0,T
1474,WWF War Zone,1999-11-04,N64,Fighting,Acclaim Entertainment,Acclaim Entertainment,1.08,0.24,0.0,0.02,1.33,81.0,78.0,T
1475,Tony Hawk's Pro Skater,1999-10-24,GB,Sports,Activision,Neversoft,0.9,0.38,0.01,0.05,1.33,92.0,87.0,T
1476,The Sims: Bustin' Out,2003-11-04,GBA,Simulation,Electronic Arts,Maxis,0.93,0.35,0.0,0.06,1.33,81.0,79.0,T
1477,Triple Play 2001,2001-05-15,PS,Sports,Electronic Arts,EA Sports,0.74,0.5,0.0,0.09,1.33,85.0,81.0,E
1478,Metroid Prime 2: Echoes,2004-11-15,GC,Shooter,Nintendo,Nintendo,0.87,0.35,0.07,0.04,1.33,88.0,85.0,M
